Month_Year,Avg_players,Gain,Percent_Gain,Peak_Players,URL,appid,Date,Game_Name,Genre,price,windows,mac,linux
16-May,623798.67,-33145.7,-5.05%,1075307,https://steamcharts.com/app/570,570,5/1/2016,Dota 2,Action;Free to Play;Strategy,0.0,True,True,True
16-Apr,656944.37,-15610.52,-2.32%,1164041,https://steamcharts.com/app/570,570,4/1/2016,Dota 2,Action;Free to Play;Strategy,0.0,True,True,True
16-Mar,672554.89,-36623.36,-5.16%,1291328,https://steamcharts.com/app/570,570,3/1/2016,Dota 2,Action;Free to Play;Strategy,0.0,True,True,True
16-Feb,709178.26,97003.48,15.85%,1248394,https://steamcharts.com/app/570,570,2/1/2016,Dota 2,Action;Free to Play;Strategy,0.0,True,True,True
16-Jan,612174.78,38830.53,6.77%,1067949,https://steamcharts.com/app/570,570,1/1/2016,Dota 2,Action;Free to Play;Strategy,0.0,True,True,True
15-Dec,573344.25,33807.92,6.27%,999452,https://steamcharts.com/app/570,570,12/1/2015,Dota 2,Action;Free to Play;Strategy,0.0,True,True,True
15-Nov,539536.33,17594.62,3.37%,943635,https://steamcharts.com/app/570,570,11/1/2015,Dota 2,Action;Free to Play;Strategy,0.0,True,True,True
15-Oct,521941.72,13784.86,2.71%,917306,https://steamcharts.com/app/570,570,10/1/2015,Dota 2,Action;Free to Play;Strategy,0.0,True,True,True
15-Sep,508156.85,-98787.12,-16.28%,888728,https://steamcharts.com/app/570,570,9/1/2015,Dota 2,Action;Free to Play;Strategy,0.0,True,True,True
15-Aug,606943.98,51952.97,9.36%,933942,https://steamcharts.com/app/570,570,8/1/2015,Dota 2,Action;Free to Play;Strategy,0.0,True,True,True
15-Jul,554991.01,-13457.32,-2.37%,877264,https://steamcharts.com/app/570,570,7/1/2015,Dota 2,Action;Free to Play;Strategy,0.0,True,True,True
15-Jun,568448.32,-11900.1,-2.05%,913997,https://steamcharts.com/app/570,570,6/1/2015,Dota 2,Action;Free to Play;Strategy,0.0,True,True,True
15-May,580348.42,54286.7,10.32%,967674,https://steamcharts.com/app/570,570,5/1/2015,Dota 2,Action;Free to Play;Strategy,0.0,True,True,True
15-Apr,526061.73,-45651.42,-7.99%,929677,https://steamcharts.com/app/570,570,4/1/2015,Dota 2,Action;Free to Play;Strategy,0.0,True,True,True
15-Mar,571713.15,-57257.26,-9.10%,1213940,https://steamcharts.com/app/570,570,3/1/2015,Dota 2,Action;Free to Play;Strategy,0.0,True,True,True
15-Feb,628970.41,70466.07,12.62%,1262612,https://steamcharts.com/app/570,570,2/1/2015,Dota 2,Action;Free to Play;Strategy,0.0,True,True,True
15-Jan,558504.33,34564.01,6.60%,961737,https://steamcharts.com/app/570,570,1/1/2015,Dota 2,Action;Free to Play;Strategy,0.0,True,True,True
14-Dec,523940.32,-4849.48,-0.92%,936583,https://steamcharts.com/app/570,570,12/1/2014,Dota 2,Action;Free to Play;Strategy,0.0,True,True,True
14-Nov,528789.8,33096.77,6.68%,963810,https://steamcharts.com/app/570,570,11/1/2014,Dota 2,Action;Free to Play;Strategy,0.0,True,True,True
14-Oct,495693.04,17694.59,3.70%,880655,https://steamcharts.com/app/570,570,10/1/2014,Dota 2,Action;Free to Play;Strategy,0.0,True,True,True
14-Sep,477998.45,-12885.44,-2.62%,864261,https://steamcharts.com/app/570,570,9/1/2014,Dota 2,Action;Free to Play;Strategy,0.0,True,True,True
14-Aug,490883.89,-46134.77,-8.59%,774319,https://steamcharts.com/app/570,570,8/1/2014,Dota 2,Action;Free to Play;Strategy,0.0,True,True,True
14-Jul,537018.66,23235.6,4.52%,874975,https://steamcharts.com/app/570,570,7/1/2014,Dota 2,Action;Free to Play;Strategy,0.0,True,True,True
14-Jun,513783.06,31395.81,6.51%,833145,https://steamcharts.com/app/570,570,6/1/2014,Dota 2,Action;Free to Play;Strategy,0.0,True,True,True
14-May,482387.24,60677.03,14.39%,843024,https://steamcharts.com/app/570,570,5/1/2014,Dota 2,Action;Free to Play;Strategy,0.0,True,True,True
14-Apr,421710.21,11954.66,2.92%,734998,https://steamcharts.com/app/570,570,4/1/2014,Dota 2,Action;Free to Play;Strategy,0.0,True,True,True
14-Mar,409755.56,-11358.65,-2.70%,698197,https://steamcharts.com/app/570,570,3/1/2014,Dota 2,Action;Free to Play;Strategy,0.0,True,True,True
14-Feb,421114.2,27253.88,6.92%,738682,https://steamcharts.com/app/570,570,2/1/2014,Dota 2,Action;Free to Play;Strategy,0.0,True,True,True
14-Jan,393860.32,27253.83,7.43%,673496,https://steamcharts.com/app/570,570,1/1/2014,Dota 2,Action;Free to Play;Strategy,0.0,True,True,True
13-Dec,366606.49,18360.12,5.27%,685503,https://steamcharts.com/app/570,570,12/1/2013,Dota 2,Action;Free to Play;Strategy,0.0,True,True,True
13-Nov,348246.37,18568.73,5.63%,702792,https://steamcharts.com/app/570,570,11/1/2013,Dota 2,Action;Free to Play;Strategy,0.0,True,True,True
13-Oct,329677.64,17252.88,5.52%,581615,https://steamcharts.com/app/570,570,10/1/2013,Dota 2,Action;Free to Play;Strategy,0.0,True,True,True
13-Sep,312424.76,-18295.3,-5.53%,566715,https://steamcharts.com/app/570,570,9/1/2013,Dota 2,Action;Free to Play;Strategy,0.0,True,True,True
13-Aug,330720.07,92919.98,39.07%,520532,https://steamcharts.com/app/570,570,8/1/2013,Dota 2,Action;Free to Play;Strategy,0.0,True,True,True
13-Jul,237800.08,27575.26,13.12%,422617,https://steamcharts.com/app/570,570,7/1/2013,Dota 2,Action;Free to Play;Strategy,0.0,True,True,True
13-Jun,210224.82,15860.98,8.16%,326160,https://steamcharts.com/app/570,570,6/1/2013,Dota 2,Action;Free to Play;Strategy,0.0,True,True,True
13-May,194363.84,19528.11,11.17%,325815,https://steamcharts.com/app/570,570,5/1/2013,Dota 2,Action;Free to Play;Strategy,0.0,True,True,True
13-Apr,174835.73,-6043.17,-3.34%,299667,https://steamcharts.com/app/570,570,4/1/2013,Dota 2,Action;Free to Play;Strategy,0.0,True,True,True
13-Mar,180878.9,13905.93,8.33%,325598,https://steamcharts.com/app/570,570,3/1/2013,Dota 2,Action;Free to Play;Strategy,0.0,True,True,True
13-Feb,166972.97,19224.82,13.01%,283870,https://steamcharts.com/app/570,570,2/1/2013,Dota 2,Action;Free to Play;Strategy,0.0,True,True,True
13-Jan,147748.14,25823.72,21.18%,260989,https://steamcharts.com/app/570,570,1/1/2013,Dota 2,Action;Free to Play;Strategy,0.0,True,True,True
12-Dec,121924.42,20846.99,20.62%,213521,https://steamcharts.com/app/570,570,12/1/2012,Dota 2,Action;Free to Play;Strategy,0.0,True,True,True
12-Nov,101077.43,25111.99,33.06%,169631,https://steamcharts.com/app/570,570,11/1/2012,Dota 2,Action;Free to Play;Strategy,0.0,True,True,True
12-Oct,75965.44,14097.77,22.79%,171860,https://steamcharts.com/app/570,570,10/1/2012,Dota 2,Action;Free to Play;Strategy,0.0,True,True,True
12-Sep,61867.68,6099.07,10.94%,118724,https://steamcharts.com/app/570,570,9/1/2012,Dota 2,Action;Free to Play;Strategy,0.0,True,True,True
12-Aug,55768.61,3047.56,5.78%,108689,https://steamcharts.com/app/570,570,8/1/2012,Dota 2,Action;Free to Play;Strategy,0.0,True,True,True
21-Sep,167102.12,-17726.28,-9.59%,400709,https://steamcharts.com/app/578080,578080,9/1/2021,PUBG: Battlegrounds,Action;Adventure;Massively Multiplayer,26.99,True,False,False
21-Aug,184828.4,-1421.57,-0.76%,444355,https://steamcharts.com/app/578080,578080,8/1/2021,PUBG: Battlegrounds,Action;Adventure;Massively Multiplayer,26.99,True,False,False
21-Jul,186249.97,6911.7,3.85%,413274,https://steamcharts.com/app/578080,578080,7/1/2021,PUBG: Battlegrounds,Action;Adventure;Massively Multiplayer,26.99,True,False,False
21-Jun,179338.27,-5362.95,-2.90%,427913,https://steamcharts.com/app/578080,578080,6/1/2021,PUBG: Battlegrounds,Action;Adventure;Massively Multiplayer,26.99,True,False,False
21-May,184701.21,-1409.44,-0.76%,419509,https://steamcharts.com/app/578080,578080,5/1/2021,PUBG: Battlegrounds,Action;Adventure;Massively Multiplayer,26.99,True,False,False
21-Apr,186110.65,-7003.53,-3.63%,453579,https://steamcharts.com/app/578080,578080,4/1/2021,PUBG: Battlegrounds,Action;Adventure;Massively Multiplayer,26.99,True,False,False
21-Mar,193114.18,-5843.34,-2.94%,464480,https://steamcharts.com/app/578080,578080,3/1/2021,PUBG: Battlegrounds,Action;Adventure;Massively Multiplayer,26.99,True,False,False
21-Feb,198957.52,-2289.67,-1.14%,447390,https://steamcharts.com/app/578080,578080,2/1/2021,PUBG: Battlegrounds,Action;Adventure;Massively Multiplayer,26.99,True,False,False
21-Jan,201247.19,12013.61,6.35%,451998,https://steamcharts.com/app/578080,578080,1/1/2021,PUBG: Battlegrounds,Action;Adventure;Massively Multiplayer,26.99,True,False,False
20-Dec,189233.58,9713.32,5.41%,444680,https://steamcharts.com/app/578080,578080,12/1/2020,PUBG: Battlegrounds,Action;Adventure;Massively Multiplayer,26.99,True,False,False
20-Nov,179520.26,16934.62,10.42%,438919,https://steamcharts.com/app/578080,578080,11/1/2020,PUBG: Battlegrounds,Action;Adventure;Massively Multiplayer,26.99,True,False,False
20-Oct,162585.64,-6508.07,-3.85%,381079,https://steamcharts.com/app/578080,578080,10/1/2020,PUBG: Battlegrounds,Action;Adventure;Massively Multiplayer,26.99,True,False,False
20-Sep,169093.71,-23398.9,-12.16%,403693,https://steamcharts.com/app/578080,578080,9/1/2020,PUBG: Battlegrounds,Action;Adventure;Massively Multiplayer,26.99,True,False,False
20-Aug,192492.61,-19207.7,-9.07%,443390,https://steamcharts.com/app/578080,578080,8/1/2020,PUBG: Battlegrounds,Action;Adventure;Massively Multiplayer,26.99,True,False,False
20-Jul,211700.3,-18629.44,-8.09%,469568,https://steamcharts.com/app/578080,578080,7/1/2020,PUBG: Battlegrounds,Action;Adventure;Massively Multiplayer,26.99,True,False,False
20-Jun,230329.74,-12929.04,-5.31%,546359,https://steamcharts.com/app/578080,578080,6/1/2020,PUBG: Battlegrounds,Action;Adventure;Massively Multiplayer,26.99,True,False,False
20-May,243258.78,411.51,0.17%,553121,https://steamcharts.com/app/578080,578080,5/1/2020,PUBG: Battlegrounds,Action;Adventure;Massively Multiplayer,26.99,True,False,False
20-Apr,242847.28,14380.11,6.29%,913075,https://steamcharts.com/app/578080,578080,4/1/2020,PUBG: Battlegrounds,Action;Adventure;Massively Multiplayer,26.99,True,False,False
20-Mar,228467.17,-29117.16,-11.30%,562028,https://steamcharts.com/app/578080,578080,3/1/2020,PUBG: Battlegrounds,Action;Adventure;Massively Multiplayer,26.99,True,False,False
20-Feb,257584.32,-17778.72,-6.46%,606689,https://steamcharts.com/app/578080,578080,2/1/2020,PUBG: Battlegrounds,Action;Adventure;Massively Multiplayer,26.99,True,False,False
20-Jan,275363.04,-33082.41,-10.73%,645414,https://steamcharts.com/app/578080,578080,1/1/2020,PUBG: Battlegrounds,Action;Adventure;Massively Multiplayer,26.99,True,False,False
19-Dec,308445.45,2786.06,0.91%,686239,https://steamcharts.com/app/578080,578080,12/1/2019,PUBG: Battlegrounds,Action;Adventure;Massively Multiplayer,26.99,True,False,False
19-Nov,305659.39,18525.98,6.45%,695920,https://steamcharts.com/app/578080,578080,11/1/2019,PUBG: Battlegrounds,Action;Adventure;Massively Multiplayer,26.99,True,False,False
19-Oct,287133.41,-24310.9,-7.81%,637870,https://steamcharts.com/app/578080,578080,10/1/2019,PUBG: Battlegrounds,Action;Adventure;Massively Multiplayer,26.99,True,False,False
19-Sep,311444.31,-47086.65,-13.13%,660864,https://steamcharts.com/app/578080,578080,9/1/2019,PUBG: Battlegrounds,Action;Adventure;Massively Multiplayer,26.99,True,False,False
19-Aug,358530.96,5642.08,1.60%,750941,https://steamcharts.com/app/578080,578080,8/1/2019,PUBG: Battlegrounds,Action;Adventure;Massively Multiplayer,26.99,True,False,False
19-Jul,352888.88,-10194.48,-2.81%,745224,https://steamcharts.com/app/578080,578080,7/1/2019,PUBG: Battlegrounds,Action;Adventure;Massively Multiplayer,26.99,True,False,False
19-Jun,363083.37,-22757.23,-5.90%,745960,https://steamcharts.com/app/578080,578080,6/1/2019,PUBG: Battlegrounds,Action;Adventure;Massively Multiplayer,26.99,True,False,False
19-May,385840.59,-4260.3,-1.09%,817595,https://steamcharts.com/app/578080,578080,5/1/2019,PUBG: Battlegrounds,Action;Adventure;Massively Multiplayer,26.99,True,False,False
19-Apr,390100.9,-27711.61,-6.63%,886255,https://steamcharts.com/app/578080,578080,4/1/2019,PUBG: Battlegrounds,Action;Adventure;Massively Multiplayer,26.99,True,False,False
19-Mar,417812.51,-20146.59,-4.60%,931407,https://steamcharts.com/app/578080,578080,3/1/2019,PUBG: Battlegrounds,Action;Adventure;Massively Multiplayer,26.99,True,False,False
19-Feb,437959.1,-59844.15,-12.02%,931754,https://steamcharts.com/app/578080,578080,2/1/2019,PUBG: Battlegrounds,Action;Adventure;Massively Multiplayer,26.99,True,False,False
19-Jan,497803.25,24261.99,5.12%,1084606,https://steamcharts.com/app/578080,578080,1/1/2019,PUBG: Battlegrounds,Action;Adventure;Massively Multiplayer,26.99,True,False,False
18-Dec,473541.26,55381.78,13.24%,1109766,https://steamcharts.com/app/578080,578080,12/1/2018,PUBG: Battlegrounds,Action;Adventure;Massively Multiplayer,26.99,True,False,False
18-Nov,418159.48,-50982.25,-10.87%,895650,https://steamcharts.com/app/578080,578080,11/1/2018,PUBG: Battlegrounds,Action;Adventure;Massively Multiplayer,26.99,True,False,False
18-Oct,469141.74,-73465.31,-13.54%,1048662,https://steamcharts.com/app/578080,578080,10/1/2018,PUBG: Battlegrounds,Action;Adventure;Massively Multiplayer,26.99,True,False,False
18-Sep,542607.05,-76713.44,-12.39%,1125229,https://steamcharts.com/app/578080,578080,9/1/2018,PUBG: Battlegrounds,Action;Adventure;Massively Multiplayer,26.99,True,False,False
18-Aug,619320.48,-69299.93,-10.06%,1260894,https://steamcharts.com/app/578080,578080,8/1/2018,PUBG: Battlegrounds,Action;Adventure;Massively Multiplayer,26.99,True,False,False
18-Jul,688620.42,-112047.81,-13.99%,1350463,https://steamcharts.com/app/578080,578080,7/1/2018,PUBG: Battlegrounds,Action;Adventure;Massively Multiplayer,26.99,True,False,False
18-Jun,800668.23,-75512.41,-8.62%,1750216,https://steamcharts.com/app/578080,578080,6/1/2018,PUBG: Battlegrounds,Action;Adventure;Massively Multiplayer,26.99,True,False,False
18-May,876180.64,-231001.16,-20.86%,2175704,https://steamcharts.com/app/578080,578080,5/1/2018,PUBG: Battlegrounds,Action;Adventure;Massively Multiplayer,26.99,True,False,False
18-Apr,1107181.8,-188226.79,-14.53%,2456361,https://steamcharts.com/app/578080,578080,4/1/2018,PUBG: Battlegrounds,Action;Adventure;Massively Multiplayer,26.99,True,False,False
18-Mar,1295408.59,-95606.71,-6.87%,2799269,https://steamcharts.com/app/578080,578080,3/1/2018,PUBG: Battlegrounds,Action;Adventure;Massively Multiplayer,26.99,True,False,False
18-Feb,1391015.3,-193871.48,-12.23%,2934761,https://steamcharts.com/app/578080,578080,2/1/2018,PUBG: Battlegrounds,Action;Adventure;Massively Multiplayer,26.99,True,False,False
18-Jan,1584886.77,148728.26,10.36%,3236027,https://steamcharts.com/app/578080,578080,1/1/2018,PUBG: Battlegrounds,Action;Adventure;Massively Multiplayer,26.99,True,False,False
17-Dec,1436158.51,101988.42,7.64%,3080769,https://steamcharts.com/app/578080,578080,12/1/2017,PUBG: Battlegrounds,Action;Adventure;Massively Multiplayer,26.99,True,False,False
17-Nov,1334170.09,247531.23,22.78%,2915723,https://steamcharts.com/app/578080,578080,11/1/2017,PUBG: Battlegrounds,Action;Adventure;Massively Multiplayer,26.99,True,False,False
17-Oct,1086638.87,426446.12,64.59%,2390946,https://steamcharts.com/app/578080,578080,10/1/2017,PUBG: Battlegrounds,Action;Adventure;Massively Multiplayer,26.99,True,False,False
17-Sep,660192.74,270665.33,69.49%,1550463,https://steamcharts.com/app/578080,578080,9/1/2017,PUBG: Battlegrounds,Action;Adventure;Massively Multiplayer,26.99,True,False,False
17-Aug,389527.42,159825.72,69.58%,874171,https://steamcharts.com/app/578080,578080,8/1/2017,PUBG: Battlegrounds,Action;Adventure;Massively Multiplayer,26.99,True,False,False
17-Jul,229701.7,89799.46,64.19%,481291,https://steamcharts.com/app/578080,578080,7/1/2017,PUBG: Battlegrounds,Action;Adventure;Massively Multiplayer,26.99,True,False,False
17-Jun,139902.24,32460.64,30.21%,267194,https://steamcharts.com/app/578080,578080,6/1/2017,PUBG: Battlegrounds,Action;Adventure;Massively Multiplayer,26.99,True,False,False
17-May,107441.6,37646.63,53.94%,189456,https://steamcharts.com/app/578080,578080,5/1/2017,PUBG: Battlegrounds,Action;Adventure;Massively Multiplayer,26.99,True,False,False
17-Apr,69794.98,52243.84,297.67%,140104,https://steamcharts.com/app/578080,578080,4/1/2017,PUBG: Battlegrounds,Action;Adventure;Massively Multiplayer,26.99,True,False,False
21-Sep,81854.01,6838.04,9.12%,100830,https://steamcharts.com/app/440,440,9/1/2021,Team Fortress 2,Action;Free to Play,0.0,True,True,True
21-Aug,75015.97,-10141.52,-11.91%,92436,https://steamcharts.com/app/440,440,8/1/2021,Team Fortress 2,Action;Free to Play,0.0,True,True,True
21-Jul,85157.49,-21065.46,-19.83%,134736,https://steamcharts.com/app/440,440,7/1/2021,Team Fortress 2,Action;Free to Play,0.0,True,True,True
21-Jun,106222.95,16690.73,18.64%,150037,https://steamcharts.com/app/440,440,6/1/2021,Team Fortress 2,Action;Free to Play,0.0,True,True,True
21-May,89532.22,1345.22,1.53%,123327,https://steamcharts.com/app/440,440,5/1/2021,Team Fortress 2,Action;Free to Play,0.0,True,True,True
21-Apr,88187.0,-516.56,-0.58%,118950,https://steamcharts.com/app/440,440,4/1/2021,Team Fortress 2,Action;Free to Play,0.0,True,True,True
21-Mar,88703.56,-12527.35,-12.38%,113107,https://steamcharts.com/app/440,440,3/1/2021,Team Fortress 2,Action;Free to Play,0.0,True,True,True
21-Feb,101230.91,18082.74,21.75%,133620,https://steamcharts.com/app/440,440,2/1/2021,Team Fortress 2,Action;Free to Play,0.0,True,True,True
21-Jan,83148.17,724.66,0.88%,111102,https://steamcharts.com/app/440,440,1/1/2021,Team Fortress 2,Action;Free to Play,0.0,True,True,True
20-Dec,82423.51,12118.72,17.24%,146887,https://steamcharts.com/app/440,440,12/1/2020,Team Fortress 2,Action;Free to Play,0.0,True,True,True
20-Nov,70304.79,-3289.29,-4.47%,101610,https://steamcharts.com/app/440,440,11/1/2020,Team Fortress 2,Action;Free to Play,0.0,True,True,True
20-Oct,73594.08,4727.84,6.87%,130548,https://steamcharts.com/app/440,440,10/1/2020,Team Fortress 2,Action;Free to Play,0.0,True,True,True
20-Sep,68866.24,1922.66,2.87%,86576,https://steamcharts.com/app/440,440,9/1/2020,Team Fortress 2,Action;Free to Play,0.0,True,True,True
20-Aug,66943.58,-2358.31,-3.40%,96577,https://steamcharts.com/app/440,440,8/1/2020,Team Fortress 2,Action;Free to Play,0.0,True,True,True
20-Jul,69301.89,4131.99,6.34%,89648,https://steamcharts.com/app/440,440,7/1/2020,Team Fortress 2,Action;Free to Play,0.0,True,True,True
20-Jun,65169.91,-1223.89,-1.84%,79946,https://steamcharts.com/app/440,440,6/1/2020,Team Fortress 2,Action;Free to Play,0.0,True,True,True
20-May,66393.8,-793.33,-1.18%,85744,https://steamcharts.com/app/440,440,5/1/2020,Team Fortress 2,Action;Free to Play,0.0,True,True,True
20-Apr,67187.12,-791.81,-1.16%,88124,https://steamcharts.com/app/440,440,4/1/2020,Team Fortress 2,Action;Free to Play,0.0,True,True,True
20-Mar,67978.93,7869.89,13.09%,85149,https://steamcharts.com/app/440,440,3/1/2020,Team Fortress 2,Action;Free to Play,0.0,True,True,True
20-Feb,60109.05,511.17,0.86%,78393,https://steamcharts.com/app/440,440,2/1/2020,Team Fortress 2,Action;Free to Play,0.0,True,True,True
20-Jan,59597.88,-2098.02,-3.40%,76738,https://steamcharts.com/app/440,440,1/1/2020,Team Fortress 2,Action;Free to Play,0.0,True,True,True
19-Dec,61695.9,11380.0,22.62%,103481,https://steamcharts.com/app/440,440,12/1/2019,Team Fortress 2,Action;Free to Play,0.0,True,True,True
